	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	ORDO_ID
3112	402026	Acute myeloid leukemia with NPM1 somatic mutations	Acute myeloid leukemia with NPM1 somatic mutations	763309005	Acute myeloid leukemia with nucleophosmin 1 somatic mutation (disorder)	
3113	538574	Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome	Palmoplantar keratoderma-Charcot-Marie-Tooth syndrome	706885006	Palmoplantar keratoderma (disorder)	
3114	457406	Multiple mitochondrial dysfunctions syndrome type 4	Multiple mitochondrial dysfunctions syndrome type 4	720827002	Multiple mitochondrial dysfunctions syndrome (disorder)	
3115	1018	X-linked Alport syndrome-diffuse leiomyomatosis	X-linked Alport syndrome-diffuse leiomyomatosis	726106004	X-linked diffuse leiomyomatosis with Alport syndrome (disorder)	
3116	276148	Benign epithelial tumor of salivary glands	Benign epithelial tumor of salivary glands	255154009	Benign tumor of salivary gland (disorder)	
3117	423968	Squamous cell carcinoma of the small intestine	Squamous cell carcinoma of the small bowel	764735002	Squamous cell carcinoma of small intestine (disorder)	
3118	86906	Hypothalamic hamartomas with gelastic seizures	Hypothalamic hamartomas with gelastic seizures	766932005	Hypothalamic hamartoma with gelastic seizure (disorder)	
3119	163721	Rolandic epilepsy-speech dyspraxia syndrome	Rolandic epilepsy-speech dyspraxia syndrome	765093009	Rolandic epilepsy, speech dyspraxia syndrome (disorder)	
3120	319462	Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations	Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations	766707003	Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutation (disorder)	
3121	166421	Orgasm-induced seizures	Orgasm-induced seizures	763827002	Orgasm induced epilepsy (disorder)	
3122	466682	Euthyroid Graves orbitopathy	Euthyroid Graves ophthalmopathy	264521008	Euthyroid (finding)	
3123	213833	Glassy cell carcinoma of the cervix uteri	Glassy cell carcinoma of the cervix uteri	766930002	Glassy cell carcinoma of cervix uteri (disorder)	
3124	213557	Salivary gland type cancer of the breast	Salivary gland type carcinoma of the breast	716593008	Carcinoma of salivary gland type of breast (disorder)	
3125	440392	Interstitial lung disease due to SP-C deficiency	Interstitial lung disease due to surfactant protein C deficiency	328641000119109	Genetic disorder of surfactant dysfunction (disorder)	
3126	100075	Neuroendocrine tumor of stomach	Gastric neuroendocrine tumor	721194008	Neuroendocrine neoplasm of stomach (disorder)	
3127	100082	Neuroendocrine tumor of anal canal	Neuroendocrine tumor of anal canal	126850006	Neoplasm of anal canal (disorder)	
3128	449395	IgG4-related kidney disease	IgG4-related kidney disease	10743271000119103	Immunoglobulin G4 related disease (disorder)	
3129	86893	Nodular lymphocyte predominant Hodgkin lymphoma	Nodular lymphocyte predominant Hodgkin lymphoma	70600005	Hodgkin lymphoma, nodular lymphocyte predominance (morphologic abnormality)	
3130	2688	Adult idiopathic neutropenia	Adult chronic idiopathic neutropenia	248693006	Chronic idiopathic neutropenia (disorder)	
3131	2085	Glaucoma-sleep apnea syndrome	Glaucoma-sleep apnea syndrome	23986001	Glaucoma (disorder)	
3132	99915	Maligant granulosa cell tumor of the ovary	Granulosa cell malignant tumor	18861007	Granulosa cell tumor, malignant (morphologic abnormality)	
3133	247868	NLRP12-associated hereditary periodic fever syndrome	Familial cold autoinflammatory syndrome type 2	238687000	Familial cold urticaria (disorder)	
3134	465	Congenital plasminogen activator inhibitor type 1 deficiency	Congenital plasminogen activator inhibitor type 1 deficiency	717407006	Congenital plasminogen activator inhibitor deficiency type 1 (disorder)	
3135	217563	Neonatal acute respiratory distress due to SP-B deficiency	Neonatal acute respiratory distress due to surfactant protein B deficiency	[[46775006, 255407002, 373895009, 46775006, 255407002, 373895009]]	46775006|Respiratory distress syndrome in the newborn (disorder)|:362981000|Qualifier Value|=255407002|Neonatal (qualifier value)|+373895009|Acute respiratory distress (finding)|+46775006|Respiratory distress syndrome in the newborn (disorder)|:362981000|Qualifier Value|=255407002|Neonatal (qualifier value)|+373895009|Acute respiratory distress (finding)|	
3136	279934	Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency	Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency	[[237995002], [246176004]]	237995002|Depletion of mitochondrial deoxyribonucleic acid (disorder)|:246061005|Attribute|=246176004|Form (attribute)|	
3137	438075	Ketoacidosis due to monocarboxylate transporter-1 deficiency	Ketoacidosis due to monocarboxylate transporter-1 deficiency	[[2538008, 42752001]]	2538008|Ketosis (disorder)|:246061005|Attribute|=42752001|Due to (attribute)|	
3138	139441	Hypomyelination with atrophy of basal ganglia and cerebellum	H-ABC	[[286551008, 203468000, 286551008]]	203468000|Aneurysmal bone cyst (disorder)|:362981000|Qualifier Value|=286551008|per hour (qualifier value)|:362981000|Qualifier Value|=286551008|per hour (qualifier value)|	
3139	178544	Primary cutaneous diffuse large B-cell lymphoma, leg type	Primary cutaneous diffuse large B-cell lymphoma, leg type	[[404144008], [30021000]]	404144008|Primary cutaneous diffuse large cell B-cell lymphoma (disorder)|:363698007|Finding Site|=30021000|Lower leg structure (body structure)|	
3140	213837	Malignant germ cell tumor of the cervix uteri	Cervical malignant germ cell tumor	[[261064006, 713582000]]	713582000|Malignant germ cell neoplasm (morphologic abnormality)|:362981000|Qualifier Value|=261064006|Cervical (qualifier value)|	
3141	440427	Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	PAP, Reunion island type	[[250767002], [410656007]]	250767002|Pulmonary artery pressure (observable entity)|:362981000|Qualifier Value|=410656007|Type (property) (qualifier value)|	
3142	178506	Brain calcification, Rajab type	Brain calcification, Rajab type	[[17944005], [410656007]]	17944005|Cerebral calcification (disorder)|:362981000|Qualifier Value|=410656007|Type (property) (qualifier value)|	
3143	100973	FRAXE intellectual disability	Intellectual disability associated with fragile site FRAXE	[[110359009], [47429007]]	110359009|Intellectual disability (disorder)|:246061005|Attribute|=47429007|Associated with (attribute)|	
3144	528105	Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome	HELIX syndrome	[[86153000, 64572001]]	64572001|Disease (disorder)|:363698007|Finding Site|=86153000|Helix structure (body structure)|	
3145	2271	Congenital ichthyosis-microcephalus-tetraplegia syndrome	Congenital ichthyosis-microcephalus-quadriplegia syndrome	[[13059002, 275468009]]	13059002|Congenital ichthyosis of skin (disorder)|+275468009|Congenital quadriplegia (disorder)|	
3146	168953	Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement	Stem cell leukemia/lymphoma	[[24072005, 87163000]]	24072005|Acute leukemia, morphology, including blast cell OR undifferentiated leukemia (morphologic abnormality)|+87163000|Leukemia, no International Classification of Diseases for Oncology subtype (morphologic abnormality)|	
3147	529977	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome	[[363177008, 255386009]]	363177008|Inflammatory disorder of immune system (disorder)|:362981000|Qualifier Value|=255386009|Immune (qualifier value)|	
3148	293848	Frontotemporal dementia, right temporal atrophy variant	Frontotemporal dementia, right temporal atrophy variant	[[230270009], [264180000]]	230270009|Frontotemporal dementia (disorder)|:362981000|Qualifier Value|=264180000|Right sided (qualifier value)|	
3149	488635	Early-onset epilepsy-intellectual disability-brain anomalies syndrome	Congenital disorder of glycosylation due to PIGG deficiency	[[238049009], [246199000]]	238049009|Carbohydrate-deficient glycoprotein syndrome (disorder)|:246061005|Attribute|=246199000|Deficiency (attribute)|	
3150	217371	Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins	Acute infantile liver failure due to synthesis defect of mitochondrial DNA-encoded proteins	[[197270009, 197270009]]	197270009|Acute hepatic failure (disorder)|+197270009|Acute hepatic failure (disorder)|	
3151	166108	Intellectual disability, Birk-Barel type	Intellectual disability-hypotonia-facial dysmorphism syndrome	[[110359009, 110359009]]	110359009|Intellectual disability (disorder)|+110359009|Intellectual disability (disorder)|	
3152	255235	Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy	mtDNA depletion syndrome, encephalomyopathic form with renal tubulopathy	[[237995002], [246176004]]	237995002|Depletion of mitochondrial deoxyribonucleic acid (disorder)|:246061005|Attribute|=246176004|Form (attribute)|	
3153	436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	PXE-like syndrome with retinitis pigmentosa	[[252246005], [723999009]]	252246005|Pseudoxanthoma elasticum (disorder)|+723999009|Retinitis pigmentosa, hypopituitarism, nephronophthisis, skeletal dysplasia syndrome (disorder)|	
3154	279925	Infectious panuveitis	Infectious panuveitis	[[191415002, 75614007]]	75614007|Panuveitis (disorder)|	
3155	369847	Intellectual disability-hyperkinetic movement-truncal ataxia syndrome	Intellectual disability-hyperkinetic movement-truncal ataxia syndrome	[[110359009, 110359009]]	110359009|Intellectual disability (disorder)|+110359009|Intellectual disability (disorder)|	
3156	505242	Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome	Cerebrorenal syndrome, Perez type	[[64572001], [410656007]]	64572001|Disease (disorder)|:362981000|Qualifier Value|=410656007|Type (property) (qualifier value)|	
3157	397951	Microcephaly-thin corpus callosum-intellectual disability syndrome	Microcephaly-thin corpus callosum-intellectual disability syndrome	[[1829003, 1829003]]	1829003|Microcephalus (disorder)|+1829003|Microcephalus (disorder)|	
3158	495930	Familial monosomy 7 syndrome	Familial monosomy 7 syndrome	[[255401001, 307340003]]	307340003|Monosomy 7 syndrome (disorder)|:362981000|Qualifier Value|=255401001|Familial (qualifier value)|	
3159	370019	Spondylometaphyseal dysplasia, Czarny-Ratajczak type	Spondylometaphyseal dysplasia, Czarny-Ratajczak type	[[702350003], [410656007]]	702350003|Spondyloepimetaphyseal dysplasia, Strudwick type (disorder)|:362981000|Qualifier Value|=410656007|Type (property) (qualifier value)|	
3160	2666	Adult familial nephronophthisis-spastic quadriparesia syndrome	Adult familial nephronophthisis-spastic quadriparesia syndrome	[[720464003, 720464003]]	720464003|Acro-dermato-ungual-lacrimal-tooth syndrome (disorder)|+720464003|Acro-dermato-ungual-lacrimal-tooth syndrome (disorder)|	
3161	477787	Cytosolic phospholipase-A2 alpha deficiency associated bleeding disorder	Cytosolic phospholipase-A2 alpha deficiency associated bleeding disorder	[[246199000], [47429007], [64779008]]	64779008|Blood coagulation disorder (disorder)|:246061005|Attribute|=246199000|Deficiency (attribute)|:246061005|Attribute|=47429007|Associated with (attribute)|	
3162	69063	Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization	Neonatal glomerulopathy due to Neprilysin alloimmunization	[[255407002, 197679002]]	197679002|Glomerular disease (disorder)|:362981000|Qualifier Value|=255407002|Neonatal (qualifier value)|	
3163	363686	Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	[[40700009, 40700009]]	40700009|Severe intellectual disability (disorder)|+40700009|Severe intellectual disability (disorder)|	
3164	85112	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	[[706885006, 706885006]]	706885006|Palmoplantar keratoderma (disorder)|+706885006|Palmoplantar keratoderma (disorder)|	
3165	440402	Interstitial lung disease due to ABCA3 deficiency	Interstitial lung disease due to ATP-binding cassette subfamily A member 3 deficiency	[[233703007], [70241007]]	233703007|Interstitial lung disease (disorder)|+70241007|Nutritional deficiency disorder (disorder)|	
3166	213777	High-grade neuroendocrine carcinoma of the cervix uteri	Poorly differentiated neuroendocrine cervical carcinoma	[[556001], [263933003], [55937004, 55937004]]	55937004|Neuroendocrine tumor (morphologic abnormality)|:362981000|Qualifier Value|=556001|Bad (qualifier value)|:362981000|Qualifier Value|=263933003|Well differentiated (qualifier value)|+55937004|Neuroendocrine tumor (morphologic abnormality)|	
3167	506334	Familial steroid-resistant nephrotic syndrome with adrenal insufficiency	Primary adrenal insufficiency-steroid-resistant nephrotic syndrome due to SGPL1 deficiency	[[363732003, 363732003]]	363732003|Addison's disease (disorder)|+363732003|Addison's disease (disorder)|	
3168	480506	Primary intrahepatic lithiasis	Primary hepatolithiasis	[[63161005, 297288000]]	297288000|Liver calculus (disorder)|:362981000|Qualifier Value|=63161005|Principal (qualifier value)|	
3169	440437	Familial colorectal cancer Type X	Familial colorectal cancer Type X	[[255401001, 363510005]]	363510005|Malignant tumor of large intestine (disorder)|:362981000|Qualifier Value|=255401001|Familial (qualifier value)|	
3170	137814	Macular amyloidosis	Macular amyloidosis	[[82859000, 17602002]]	17602002|Amyloidosis (disorder)|:363698007|Finding Site|=82859000|Macula lutea structure (body structure)|	
3171	163684	Leukoencephalopathy-dystonia-motor neuropathy syndrome	Leukoencephalopathy-dystonia-motor neuropathy syndrome	[[22811006, 22811006]]	22811006|Leukoencephalopathy (disorder)|+22811006|Leukoencephalopathy (disorder)|	
3172	85330	X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome	X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome	[[716996008, 716996008]]	716996008|Hypoplasia of corpus callosum and mental retardation with adducted thumbs and spasticity and hydrocephalus syndrome (disorder)|+716996008|Hypoplasia of corpus callosum and mental retardation with adducted thumbs and spasticity and hydrocephalus syndrome (disorder)|	
3173	90301	Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	[[402599005, 402599005]]	402599005|Acanthosis nigricans (disorder)|+402599005|Acanthosis nigricans (disorder)|	
